,Name,Symbol,Date,High,Low,Open,Close,Volume,Marketcap
73,Aave,AAVE,2020-12-17,89.47445661,83.34012744,87.23298911,85.08382773,361404899.28428113,1019961551.3521832
74,Aave,AAVE,2020-12-18,89.77304202,82.84064623,85.09337071,89.77007385,254960310.8344537,1076525471.5506575
75,Aave,AAVE,2020-12-19,96.06858373,88.96400336,89.83129712,89.01304208,357204770.5456118,1067684335.4318193
76,Aave,AAVE,2020-12-20,89.84421115,84.43455089,88.97544294,85.96947236,280308987.27089214,1031344697.2758619
77,Aave,AAVE,2020-12-21,87.63337491,77.89985001,85.96909929,81.31193717,215489072.06714505,975723269.0679436
78,Aave,AAVE,2020-12-22,85.61030076,76.15550286,81.22589588,84.10955202,244392689.87073857,1009442760.1055428
79,Aave,AAVE,2020-12-23,84.26820383,63.67705336,84.10286783,75.21556665,278229984.1943121,902812157.5579449
80,Aave,AAVE,2020-12-24,80.4439646,71.28719443,75.31676447,80.25657151,289878177.16607887,963409600.2909256
81,Aave,AAVE,2020-12-25,81.50417507,75.92070481,80.25962689,79.79518007,172743359.15124372,958013751.4964131
82,Aave,AAVE,2020-12-26,79.98010579999999,73.80886762,79.82209367,74.86833299999999,181386506.709466,898979377.0145285
83,Aave,AAVE,2020-12-27,81.52688405,72.60726467,74.87591603,76.96798485,213855387.96349987,924546580.8374873
84,Aave,AAVE,2020-12-28,85.21962997,76.16170207,76.91174253,81.88362359,226663289.81516027,984160252.9022945
85,Aave,AAVE,2020-12-29,82.70331397,75.19173596,81.86660056,77.90199883,163464865.4658465,936493441.5518985
86,Aave,AAVE,2020-12-30,84.9367816,77.10187416,77.90615809999998,80.88830364,205643884.05412692,973018228.8535386
87,Aave,AAVE,2020-12-31,87.69987540000001,78.42604748,80.85524534,87.52748220000001,204471306.25616992,1053210331.410881
88,Aave,AAVE,2021-01-01,90.34967103,85.12559659,87.54330564,90.34967103,202515778.52722812,1087592822.2173796
89,Aave,AAVE,2021-01-02,91.77162009,82.78576283,90.38482799,85.71284343,221843920.0913869,1032020483.2481195
90,Aave,AAVE,2021-01-03,92.42910958,81.85337486,85.71298896,91.09664966,298884107.1168472,1097389994.1441915
91,Aave,AAVE,2021-01-04,111.89987356,88.20161002,91.2304962,111.13203789,619262373.131525,1339476346.339024
92,Aave,AAVE,2021-01-05,119.95772976,99.53225695,111.15107382,116.45382785,573305329.4852206,1404342547.249715
93,Aave,AAVE,2021-01-06,119.8851618,109.85704892,116.5014983,115.00081244,392901334.3399963,1389419870.2162387
94,Aave,AAVE,2021-01-07,125.1173602,110.95208917,114.98445149,114.94044678,467716121.23043567,1391148360.454535
95,Aave,AAVE,2021-01-08,117.47867697,100.96896688,114.88431038,111.70277995,501393571.617764,1352221085.0091484
96,Aave,AAVE,2021-01-09,118.94047169,106.45365528,111.70262962,117.66696294,337620867.7593545,1424946042.5667017
97,Aave,AAVE,2021-01-10,134.09957064,113.93094463,117.67017938,126.20067343,512402602.85617554,1528930605.940942
98,Aave,AAVE,2021-01-11,126.14799918,95.15299713,126.14799918,115.60195207,610095319.0815829,1402127902.577836
99,Aave,AAVE,2021-01-12,132.76556292,109.99994684,115.43930415,126.05295916,541259410.5638888,1529400855.541191
100,Aave,AAVE,2021-01-13,147.4692885,120.68138915,126.10963722,147.4692885,540090767.4245771,1799950317.2789989
101,Aave,AAVE,2021-01-14,153.16103357,139.53990497,147.17831817,147.2622138,467793933.96622586,1797974219.3641746
102,Aave,AAVE,2021-01-15,163.0450734,141.03971198,147.32644957,162.57934430000003,588428158.2173206,1988529819.238264
103,Aave,AAVE,2021-01-16,199.42680205,162.69362454,162.69362454,182.93181721,896636347.4520637,2238510904.062113
104,Aave,AAVE,2021-01-17,196.80113845,175.36021383,182.37267232,186.2648519,631950249.7831974,2280831100.500596
105,Aave,AAVE,2021-01-18,197.66044299,181.44289524,186.19019975,197.65705672,495408127.87871057,2421614478.2345505
106,Aave,AAVE,2021-01-19,206.22215614,185.81754899999999,197.71740787,187.50846827,501884679.0409566,2298257565.747135
107,Aave,AAVE,2021-01-20,198.19886798,173.54166984,187.1289415,193.3356448,629524750.396603,2370382680.144542
108,Aave,AAVE,2021-01-21,193.4189507,156.91452532,193.32167869,159.99185659,581488355.1622447,1961810810.2293148
109,Aave,AAVE,2021-01-22,194.5527093,148.81667161,159.880358,188.27962871,621666180.527225,2309153719.538191
110,Aave,AAVE,2021-01-23,216.93475279999998,184.75756039,187.96894069,210.36705841,564323079.8501879,2581064745.6404433
111,Aave,AAVE,2021-01-24,285.432791,210.61393513,210.61393513,264.85014401,1241700329.7266734,3251074103.9558268
112,Aave,AAVE,2021-01-25,281.03039845,240.25944335,264.25886028,249.74367963,1081208271.0289412,3066479750.692207
113,Aave,AAVE,2021-01-26,281.71788898,241.92767709999998,249.1981637,272.35760039999997,1081042277.5403023,3345908147.025244
114,Aave,AAVE,2021-01-27,290.40235352,257.25419037,272.67511063,282.44377082,1111051096.4694834,3473257310.8946924
115,Aave,AAVE,2021-01-28,305.43170394,274.74627799,282.18623189,297.41404299,874888871.6,3658821334.13
116,Aave,AAVE,2021-01-29,306.1231135,272.62314095,292.26857084,286.89914533,1050249644.78,3530265420.3
117,Aave,AAVE,2021-01-30,316.14377732,283.0867247,286.97316007,313.08732974,805008933.69,3854426676.67
118,Aave,AAVE,2021-01-31,317.18857817,293.55978026,313.89264347,300.06256418,539565884.95,3697226540.33
119,Aave,AAVE,2021-02-01,306.99053591,285.56610689,300.03660994,295.66131353,639510002.09,3643317247.54
120,Aave,AAVE,2021-02-02,303.16399672,285.17213889,295.74798767,301.11819132,752215469.92,3711117723.85
121,Aave,AAVE,2021-02-03,367.7925718,300.02753677,301.09644895,365.5988563,1083942424.89,4506679200.81
122,Aave,AAVE,2021-02-04,506.81430279,366.33473688,366.33473688,466.47994539999996,2838572595.82,5754281218.82
123,Aave,AAVE,2021-02-05,534.40920329,463.88750013,465.20695854,506.77264181,1511505451.24,6253059939.33
124,Aave,AAVE,2021-02-06,509.1511721,443.63367911,506.38615051,472.32853192,1485662684.03,5832334571.25
125,Aave,AAVE,2021-02-07,479.95690274,399.00333725,472.60146377,461.50833739999996,1373619547.81,5700023386.8
126,Aave,AAVE,2021-02-08,529.13674002,458.58015296,461.79613607,490.34201617,1711240052.77,6057557720.36
127,Aave,AAVE,2021-02-09,505.94283055,475.65192340000004,490.01141316,488.00188063,1165494591.8,6030579943.23
128,Aave,AAVE,2021-02-10,559.12294431,486.48228999,487.69955489999995,517.96825685,1880615394.0,6404109768.83
129,Aave,AAVE,2021-02-11,532.93623082,504.78166007,516.32640227,518.07254013,836675655.61,6409555495.12
130,Aave,AAVE,2021-02-12,542.94300205,502.3366133,517.90625643,529.89617535,822757465.38,6558682803.75
131,Aave,AAVE,2021-02-13,542.13536671,491.64641471,529.82971664,494.55965157,783556570.31,6124959579.25
132,Aave,AAVE,2021-02-14,508.7522981000001,462.43832149,494.71378746,471.6146565,685293985.66,5841937064.85
133,Aave,AAVE,2021-02-15,494.31787426,401.60338895,470.92257667,455.61472533,1153106183.3,5643744346.22
134,Aave,AAVE,2021-02-16,477.64167339,423.50151899,454.71170674,431.5302847,927532561.85,5345408014.9
135,Aave,AAVE,2021-02-17,455.5505286,401.53671938,431.41689139,449.60051733,1095918427.91,5569245761.06
136,Aave,AAVE,2021-02-18,476.6646223,435.79495161,449.05388169,440.51092360000007,577451189.48,5456652070.81
137,Aave,AAVE,2021-02-19,444.4219643999999,407.32203736,440.50128142,422.2425337,667057562.2,5230359731.15
138,Aave,AAVE,2021-02-20,489.74754408,409.89587291,421.83145004,442.02387644,1512350119.37,5482898402.56
139,Aave,AAVE,2021-02-21,451.37066675,427.24958639,441.28209910000004,435.85377271,555957721.72,5407627356.65
140,Aave,AAVE,2021-02-22,444.67329695,361.83871694,435.87840115,400.88243658,924414231.89,4974530206.13
141,Aave,AAVE,2021-02-23,401.64885291,288.71452331,400.78497558,359.49751981,1179704137.16,4461394530.87
142,Aave,AAVE,2021-02-24,402.91031358,344.93886044,360.21098531,367.23089964,763533885.8,4557746908.16
143,Aave,AAVE,2021-02-25,384.70787702,337.50146351,367.21921716,337.50146351,450643581.02,4189244710.34
144,Aave,AAVE,2021-02-26,350.86544151,305.15356187,338.27717556,323.10817521,549178299.16,4011295609.12
145,Aave,AAVE,2021-02-27,349.17849378,323.37611629,323.37611629,334.36448095,400236069.04,4151558855.57
146,Aave,AAVE,2021-02-28,354.83655641,302.17219422,334.36457338,344.87000758,595665678.7,4282630707.73
147,Aave,AAVE,2021-03-01,386.42742529,344.80371467,345.18928444,385.41968876,743260217.03,4787397636.72
148,Aave,AAVE,2021-03-02,411.88731495,379.03467694,385.58918892,390.92626057,731511612.1,4855921767.78
149,Aave,AAVE,2021-03-03,413.63810676,385.87113286,390.91525628,396.30827717,428274369.61,4923743148.88
150,Aave,AAVE,2021-03-04,406.01219067,367.78668752,396.01716671,374.56693032,395856298.25,4653772702.49
151,Aave,AAVE,2021-03-05,374.36337845,341.83354044,374.32396675,367.12553589,334832774.85,4562190922.56
152,Aave,AAVE,2021-03-06,382.45293835,353.91752676,366.81600562,382.01959117,259155959.28,4747498176.4
153,Aave,AAVE,2021-03-07,407.70725033,378.1496075,382.11859286,407.15247143,587694984.87,5060997597.21
154,Aave,AAVE,2021-03-08,431.08899622,388.79808573,407.2454357,430.6251097,578702449.84,5353291199.64
155,Aave,AAVE,2021-03-09,441.17531557,418.16656411,430.78207243,439.32953693,453095765.28,5461756100.94
156,Aave,AAVE,2021-03-10,450.25979286,402.44024922,439.13217789,408.26351907,530439445.71,5076097240.69
157,Aave,AAVE,2021-03-11,411.65275634,389.26978879,407.40525228,403.50932755,396079584.32,5017241956.56
158,Aave,AAVE,2021-03-12,406.41473674,362.88351372,403.58986342,374.71471052,427189383.68,4659635360.2
159,Aave,AAVE,2021-03-13,415.92332152,361.53280979,374.79467525,405.39340121,542535232.39,5041674558.43
160,Aave,AAVE,2021-03-14,408.3292567,377.94880782,405.36330369,381.08260484,381409955.94,4739457975.83
161,Aave,AAVE,2021-03-15,389.06925577,358.23900347,380.70094392,369.02280205,352800736.83,4590010352.57
162,Aave,AAVE,2021-03-16,375.31807796,352.73665397,369.00102348,371.21927385,286266766.78,4617763704.8
163,Aave,AAVE,2021-03-17,379.86463919,359.72752146,371.33082243,379.12456460000004,280131587.99,4716940794.82
164,Aave,AAVE,2021-03-18,380.44649791,362.47976039,378.93109451,363.10073433,219482140.04,4517656907.39
165,Aave,AAVE,2021-03-19,377.26572726,356.67906702,363.01201574,369.37732538,235741846.52,4595860814.8
166,Aave,AAVE,2021-03-20,395.18907025,368.089939,369.18189654,372.47784121,260796699.2,4635091730.5
167,Aave,AAVE,2021-03-21,377.24518434,363.60498856,372.51412826,370.15155996,174671074.92,4606283845.85
168,Aave,AAVE,2021-03-22,373.76514507,342.27469804,370.24478625,344.32445841,229155373.86,4284996869.58
169,Aave,AAVE,2021-03-23,351.24670306,335.82679105,344.17108998,337.71448352,221157577.38,4203178634.82
170,Aave,AAVE,2021-03-24,352.32203663,313.80916016,337.49567218,322.38054762,246028275.93,4015946929.12
171,Aave,AAVE,2021-03-25,339.01341722,316.22446194,322.12586536,328.21590435,318638404.99,4088868432.99
172,Aave,AAVE,2021-03-26,357.86584949,327.54324658,328.14597612,355.60626394,322533721.51,4430363919.94
173,Aave,AAVE,2021-03-27,358.32341962,339.99769624,355.47236672,348.59236933,201495262.87,4343943724.09
174,Aave,AAVE,2021-03-28,352.82049859,336.06823141,348.46568151,346.18989982,197560213.16,4314382589.25
175,Aave,AAVE,2021-03-29,365.13390152,343.68119279,345.95870899,360.31627991,273206477.35,4490531522.37
176,Aave,AAVE,2021-03-30,377.86398082,354.83564279,360.24283563,373.64082623,324113326.93,4656864364.11
177,Aave,AAVE,2021-03-31,385.78006545,361.11462346,373.82708492,377.00814257,460781142.04,4698903088.6
178,Aave,AAVE,2021-04-01,385.29872156,369.99531813,377.18368656,377.61179926,342371946.85,4706655285.76
179,Aave,AAVE,2021-04-02,408.47991277,374.29092189999994,377.51466105,406.69230308,480081712.84,5069254861.38
180,Aave,AAVE,2021-04-03,411.37707798,385.41589822,406.88359101,385.42057192,395544800.58,4806154259.95
181,Aave,AAVE,2021-04-04,409.57952347,382.7888631,385.52697083,404.30973507,330959728.89,5042122934.79
182,Aave,AAVE,2021-04-05,407.32930559,388.30035121,404.39295268,397.92455936,306918909.35,4962595819.1
183,Aave,AAVE,2021-04-06,414.46970107,381.05020712,398.22538266,383.98994248,429756591.48,4788997765.1
184,Aave,AAVE,2021-04-07,387.92493727,343.95766357,384.01465896,350.995831,479760253.88,4378934904.69
185,Aave,AAVE,2021-04-08,377.93119268,349.1247067,351.38767647,377.93119268,261822849.23,4715193942.12
186,Aave,AAVE,2021-04-09,379.18028123,357.89147794,377.93218799,359.48357425,187074856.57,4485870791.61
187,Aave,AAVE,2021-04-10,374.97055281,357.08281899,359.37321874,367.26334069,278406911.91,4583145058.71
188,Aave,AAVE,2021-04-11,373.37874338,360.57380732,367.48909975,373.37874338,200658255.12,4660263686.21
189,Aave,AAVE,2021-04-12,417.72217992,365.38837572,372.45602284,396.53613746,787040258.53,4950915627.32
190,Aave,AAVE,2021-04-13,419.78904302,385.24825181,397.28498679,398.28391889,649056082.97,4973077447.0
191,Aave,AAVE,2021-04-14,430.78858392,387.57605277,398.21019792,430.41622827,709472129.75,5374639326.94
192,Aave,AAVE,2021-04-15,485.54265776,424.28299663,428.93606255,466.16483587,1064575198.24,5821565277.9
193,Aave,AAVE,2021-04-16,469.4293897,421.34026746,466.27193718,442.19440065,673556018.02,5522217402.2
194,Aave,AAVE,2021-04-17,460.75462549,422.82448165,441.31395406,430.1746817,369355828.08,5372112604.27
195,Aave,AAVE,2021-04-18,432.98090609,292.77538936,430.18149922,382.07509899,1020175372.3,4771434820.21
196,Aave,AAVE,2021-04-19,397.55232068,344.34172305,381.82247687,346.81257565,492796753.72,4331068954.6
197,Aave,AAVE,2021-04-20,371.56151091,316.48934559,346.11530829,361.60819853,549743935.6,4515839829.21
198,Aave,AAVE,2021-04-21,384.65097732,344.40242309,361.58153387,354.13844062,457471541.78,4422555909.18
199,Aave,AAVE,2021-04-22,413.36092629,346.32577026,353.46287082,362.2285832,934747605.16,4523527204.3
200,Aave,AAVE,2021-04-23,372.51797583,315.04539195,361.73020401,345.65529566,871499452.91,4316559227.28
201,Aave,AAVE,2021-04-24,345.91763301,315.48456743,345.76651771,317.49933002,344313634.66,3964946233.63
202,Aave,AAVE,2021-04-25,352.25897298,316.13366701,317.67093627,346.99324847,384827300.79,4333267643.55
203,Aave,AAVE,2021-04-26,407.97280455,345.79475744,347.64307039,405.15672313,778864321.5,5059615789.74
204,Aave,AAVE,2021-04-27,449.01496583,394.69529355,405.53764826,440.22324594,829037372.14,5497528139.23
205,Aave,AAVE,2021-04-28,486.03671396,424.17780399,440.60429789999995,460.35151028,1106424533.69,5748890829.87
206,Aave,AAVE,2021-04-29,462.82557118,425.80131733,461.08155056,438.70997496,602169994.59,5478630341.58
207,Aave,AAVE,2021-04-30,452.47550214,430.46611758,439.29815513,444.72879905,549295851.03,5553793693.58
208,Aave,AAVE,2021-05-01,510.98177585,436.83532029,444.86552929,503.86568384,876659862.61,6292297830.28
209,Aave,AAVE,2021-05-02,506.53124535,474.43864308,503.71184434,483.41444421,528803162.23,6036901809.32
210,Aave,AAVE,2021-05-03,532.78855889,480.51253219999995,482.06645108,519.06942055,800165583.14,6482162793.55
211,Aave,AAVE,2021-05-04,520.52138233,449.97582575,519.34329602,453.35241136,946515500.83,5661485760.68
212,Aave,AAVE,2021-05-05,483.67771305,445.15946002,452.65705583,480.03080165,598275754.56,5994646725.41
213,Aave,AAVE,2021-05-06,480.68362397,442.38935824,479.77123474,452.40875669,535837075.35,5649701357.76
214,Aave,AAVE,2021-05-07,466.90629457,434.80659135,452.41106524,445.22238064,444097912.4,5559957563.2
215,Aave,AAVE,2021-05-08,475.35474825,441.04545977,445.22404052,466.31755388,409427672.08,5823395056.67
216,Aave,AAVE,2021-05-09,468.57670616,441.89136052,466.57434844,459.58723356,356162916.89,5739346507.09
217,Aave,AAVE,2021-05-10,482.42247492,403.21347827,459.29901356,433.05356720000003,555568844.41,5407992861.34
218,Aave,AAVE,2021-05-11,458.75110371,417.65671141,433.15890771,457.17806873,471124523.27,5709260745.88
219,Aave,AAVE,2021-05-12,595.82513671,456.46180223,457.40104388,490.57903135,2700355688.72,6251969445.3
220,Aave,AAVE,2021-05-13,619.30596592,468.49869127,509.08943574,508.62279907,2672357693.16,6482732644.44
221,Aave,AAVE,2021-05-14,631.5928899,507.38728823,508.91660870000004,594.55687732,1517159070.69,7580234638.55
222,Aave,AAVE,2021-05-15,610.31494186,511.89910144,594.4355863,516.16936703,1073639999.02,6581333238.58
223,Aave,AAVE,2021-05-16,562.17659909,479.44748903,515.7094331000001,526.2147085,903490585.83,6709766021.94
224,Aave,AAVE,2021-05-17,593.00508265,473.22048208,527.26450022,574.25943504,1714951194.75,7323113977.48
225,Aave,AAVE,2021-05-18,666.86497857,565.74988663,572.2180282,632.26648755,2046638929.59,8063209781.54
226,Aave,AAVE,2021-05-19,649.05066157,354.45831882,629.2316655000001,418.369321,2596468764.84,5336170728.82
227,Aave,AAVE,2021-05-20,507.98340686,355.43206147,412.87683765,468.81267809,1490116640.59,5980158843.65
228,Aave,AAVE,2021-05-21,494.54843714,310.49052618,467.5263569,373.41851052,1224012357.59,4764076256.81
229,Aave,AAVE,2021-05-22,381.62825652,311.79975399,373.8030008,334.48069393,880707840.82,4267652851.7
230,Aave,AAVE,2021-05-23,351.11141075,210.04829176,335.38838929,295.08922914,1187561364.15,3765386794.92
231,Aave,AAVE,2021-05-24,397.06660616,289.40548358,294.31758896,385.57160812,1188069866.89,4920347743.33
232,Aave,AAVE,2021-05-25,403.74877236,323.66280703,386.97401273,371.38023972,856641755.42,4739642739.47
233,Aave,AAVE,2021-05-26,415.08126945,359.45637637,370.81038011,414.93294547,815698595.64,5295741939.71
234,Aave,AAVE,2021-05-27,415.19800843,365.75705,415.19800843,369.97811139,627234774.78,4722695575.04
235,Aave,AAVE,2021-05-28,376.53136082,305.07642629,371.60763773,320.38115189999996,691594902.23,4094856434.92
236,Aave,AAVE,2021-05-29,335.22437432,280.93323497,319.96143011,297.89964198,461875865.15,3807889683.09
237,Aave,AAVE,2021-05-30,338.76706247,283.18673565,297.75044967,325.14839910000006,404946833.61,4156839152.74
238,Aave,AAVE,2021-05-31,385.14911323,305.06582711,324.5817947,383.08341024,685229369.02,4897954880.81
239,Aave,AAVE,2021-06-01,392.7743238,361.50825713,382.43173358,372.8724613,599657382.37,4767779049.31
240,Aave,AAVE,2021-06-02,401.71075971,361.93325303,372.90909735,384.40269091,410524214.05,4915404364.2
241,Aave,AAVE,2021-06-03,408.96726025,377.89789682,384.44263126,397.49794841,357572383.78,5082959562.31
242,Aave,AAVE,2021-06-04,398.5462218,347.69042496,398.5462218,373.88263034,431321243.76,4781530086.14
243,Aave,AAVE,2021-06-05,391.55844855,347.72117872,373.3978012,356.66771648,357996565.63,4561449065.93
244,Aave,AAVE,2021-06-06,368.26187716,354.70910508,356.796678,365.66003352,204074691.8,4676895920.27
